,Слово,Часть речи,Сенсорная эксклюзивность,Осязание,Зрение,Вкус,Слух,Запах,Устойчивая метафоричность,Дополнительно,xviii,xix,pre1950,post1950,Семантическая когорта
1258,напев,существительное,1,0,0,0,1,0,0,0,4.0,316.0,365.0,278.0,музыка
1270,неаппетитный,прилагательное,1,0,0,1,0,0,0,0,0.0,6.0,25.0,69.0,вкусный
1271,неароматный,прилагательное,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,вонь
1272,небесно-голубой,прилагательное,1,0,1,0,0,0,0,0,1.0,18.0,29.0,110.0,цвет
1273,небесно-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,16.0,цвет
1275,небесный,прилагательное,1,0,1,0,0,0,1,0,1335.0,4903.0,5022.0,7619.0,цвет
1277,неблестящий,прилагательное,1,0,1,0,0,0,0,0,0.0,23.0,14.0,16.0,яркость
1278,небольшой,прилагательное,1,0,1,0,0,0,0,0,987.0,18447.0,20459.0,40041.0,размер
1279,неброский,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,3.0,295.0,яркость
1280,неброско,наречие,1,0,1,0,0,0,0,0,0.0,0.0,0.0,52.0,яркость
1281,невелик,прилагательное,1,0,1,0,0,0,0,0,1.0,1.0,2.0,0.0,размер
1282,невеликий,прилагательное,1,0,1,0,0,0,0,0,62.0,89.0,48.0,260.0,размер
1287,невзрачно,наречие,1,0,1,0,0,0,0,0,0.0,8.0,5.0,23.0,яркость
1288,невзрачный,прилагательное,1,0,1,0,0,0,0,0,2.0,378.0,449.0,1048.0,яркость
1289,невкусный,прилагательное,1,0,0,1,0,0,0,0,15.0,76.0,132.0,351.0,вкусный
1290,невлажный,прилагательное,1,1,0,0,0,0,0,0,0.0,0.0,1.0,2.0,атмосфера
1298,неглубокий,прилагательное,1,0,1,0,0,0,0,0,9.0,220.0,405.0,901.0,размер
1314,недлинный,прилагательное,0,0,1,0,1,0,0,0,0.0,40.0,99.0,151.0,размер
1317,недюжинный,прилагательное,1,0,1,0,0,0,0,0,0.0,211.0,175.0,412.0,размер 
1321,нежно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,21.0,60.0,86.0,цвет
1323,нежно-золотой,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,5.0,2.0,цвет
1324,нежно-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,26.0,74.0,154.0,цвет
1325,нежно-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,7.0,6.0,цвет
1327,нежный,прилагательное,0,1,1,1,1,1,0,0,851.0,6430.0,7859.0,9176.0,осязание
1328,незабудковый,прилагательное,1,0,1,0,0,0,1,0,0.0,0.0,1.0,1.0,цвет
1335,нейтрально-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,2.0,цвет
1339,некрепкий,прилагательное,0,1,1,1,0,1,0,0,2.0,38.0,37.0,92.0,осязание
1340,некрепко,наречие,0,1,1,1,0,1,0,0,1.0,19.0,16.0,22.0,осязание
1344,немаленький,прилагательное,1,0,1,0,0,0,0,0,6.0,24.0,23.0,230.0,размер 
1345,немалый,прилагательное,1,0,1,0,0,0,0,0,1019.0,1567.0,1406.0,5197.0,размер 
1351,необмерный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,3.0,размер 
1355,неострый,прилагательное,0,1,1,1,0,1,0,0,0.0,4.0,2.0,12.0,осязание
1356,неостывший,прилагательное,1,1,0,0,0,0,0,0,0.0,20.0,46.0,85.0,температура
1363,неприглядный,прилагательное,1,0,1,0,0,0,0,0,0.0,256.0,301.0,594.0,яркость
1369,непроглядный,прилагательное,1,0,1,0,0,0,0,0,0.0,258.0,359.0,507.0,свет
1371,неровно,наречие,0,1,1,0,0,0,0,0,8.0,171.0,306.0,450.0,форма
1372,неровность,существительное,0,1,1,0,0,0,0,0,24.0,247.0,207.0,509.0,форма
1373,неровный,прилагательное,0,1,1,0,0,0,0,0,42.0,765.0,994.0,1670.0,форма
1375,несладкий,прилагательное,0,0,0,1,0,1,0,0,0.0,7.0,25.0,119.0,вкусный
1376,несладко,наречие,0,0,0,1,0,1,0,0,1.0,18.0,50.0,273.0,вкусный
1379,несогнутый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,4.0,форма
1383,несъедобный,прилагательное,1,0,0,1,0,0,0,0,0.0,15.0,61.0,289.0,вкусный
1384,нетвёрдый,прилагательное,0,1,0,0,1,0,0,0,14.0,256.0,219.0,280.0,осязание
1396,неширокий,прилагательное,1,0,1,0,0,0,0,0,7.0,156.0,145.0,371.0,форма
1397,нешироко,наречие,1,0,1,0,0,0,0,0,1.0,3.0,4.0,12.0,форма
1399,неяркий,прилагательное,1,0,1,0,0,0,0,0,0.0,21.0,163.0,476.0,яркость
1400,неярко,наречие,1,0,1,0,0,0,0,0,0.0,2.0,37.0,68.0,яркость
1401,неяркость,существительное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,8.0,яркость
1406,низенький,прилагательное,0,0,1,0,1,0,0,0,13.0,1094.0,1208.0,986.0,размер
1408,низкий,прилагательное,0,0,1,0,1,0,0,0,687.0,7308.0,9902.0,19912.0,размер
1409,низко,наречие,0,0,1,0,1,0,0,0,67.0,2018.0,3340.0,2861.0,размер
1410,нота,существительное,1,0,0,0,1,1,1,аромат,41.0,2309.0,3493.0,4515.0,музыка
1415,нямка,существительное,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,вкусный
1418,обертон,существительное,1,0,0,0,1,0,0,0,0.0,12.0,78.0,260.0,музыка
1420,обжигающе,наречие,1,1,0,0,0,0,0,0,0.0,0.0,4.0,75.0,температура
1421,обжигающе-горячий,прилагательное,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,температура
1422,обжигающий,прилагательное,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,температура
1434,объедение,существительное,1,0,0,1,0,0,0,0,0.0,49.0,37.0,77.0,вкусный
1435,овал,существительное,1,0,1,0,0,0,0,0,7.0,105.0,272.0,735.0,форма
1436,овально,наречие,1,0,1,0,0,0,0,0,0.0,5.0,1.0,7.0,форма
1438,овально-ромбический,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,2.0,форма
1440,овальность,существительное,1,0,1,0,0,0,0,0,0.0,2.0,4.0,12.0,форма
1441,овальный,прилагательное,1,0,1,0,0,0,0,0,17.0,300.0,478.0,1390.0,форма
1453,огненно-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,11.0,79.0,76.0,цвет
1454,огненно-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,цвет
1459,огромный,прилагательное,1,0,1,0,0,0,0,0,324.0,14387.0,30264.0,55729.0,размер 
1460,огрубелый,прилагательное,1,1,0,0,0,0,0,0,1.0,48.0,104.0,74.0,осязание
1461,одеревенелый,прилагательное,1,1,0,0,0,0,1,0,1.0,19.0,22.0,39.0,осязание
1465,ознобный,прилагательное,1,1,0,0,0,0,1,0,0.0,1.0,5.0,32.0,температура
1467,окрик,существительное,1,0,0,0,1,0,0,0,2.0,298.0,971.0,866.0,голос
1469,окрикивать,глагол,1,0,0,0,1,0,0,0,0.0,5.0,13.0,10.0,голос
1471,округло,наречие,1,0,1,0,0,0,0,0,0.0,6.0,34.0,71.0,форма
1472,округлость,существительное,1,0,1,0,0,0,0,0,6.0,65.0,84.0,230.0,форма
1473,округлый,прилагательное,0,1,1,0,0,0,0,0,1.0,103.0,257.0,1688.0,форма
1478,оливково-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,2.0,цвет
1479,оливково-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,цвет
1487,ор,существительное,1,0,0,0,1,0,0,0,17.0,160.0,410.0,1314.0,голос
1489,оранжево-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,6.0,цвет
1490,оранжево-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,6.0,18.0,80.0,цвет
1491,оранжево-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,7.0,7.0,цвет
1492,оранжевый,прилагательное,1,0,1,0,0,0,0,0,12.0,211.0,913.0,3243.0,цвет
1493,орать,существительное,1,0,0,0,1,0,1,0,25.0,497.0,1560.0,4420.0,голос
1496,освещать,глагол,1,0,1,0,0,0,1,0,115.0,1612.0,2693.0,2682.0,свет
1497,освещение,существительное,1,0,1,0,0,0,1,0,23.0,1614.0,3021.0,3601.0,свет
1499,осклизлость,существительное,1,1,0,0,0,0,0,0,0.0,0.0,0.0,4.0,осязание
1500,осклизлый,прилагательное,1,1,0,0,0,0,0,0,0.0,19.0,51.0,161.0,осязание
1501,ослепительный,прилагательное,1,0,1,0,0,0,1,0,2.0,407.0,1175.0,1754.0,яркость
1503,ослеплять,глагол,1,0,1,0,0,0,0,0,57.0,279.0,343.0,440.0,яркость
1504,ослепляющий,причастие,1,0,1,0,0,0,0,0,0.0,0.0,10.0,19.0,яркость
1507,ослизлый,прилагательное,1,1,0,0,0,0,0,0,1.0,20.0,27.0,20.0,осязание
1515,острейший,прилагательное,0,1,1,1,0,1,1,0,5.0,2.0,1.0,1.0,осязание
1516,остренький,прилагательное,0,1,1,1,0,1,1,0,0.0,29.0,173.0,239.0,осязание
1519,островерхий,прилагательное,0,1,1,0,0,0,0,0,0.0,31.0,94.0,236.0,форма
1520,остроконечный,прилагательное,0,1,1,0,0,0,0,0,14.0,372.0,388.0,325.0,форма
1521,остропахучий,прилагательное,1,0,0,0,0,1,0,0,0.0,0.0,4.0,1.0,вонь
1522,острота,существительное,0,1,1,1,0,1,1,0,186.0,1262.0,1848.0,2558.0,форма
1524,острый-острый,прилагательное,0,1,1,1,0,1,0,0,0.0,0.0,4.0,2.0,осязание
1525,острый-преострый,прилагательное,0,1,1,1,0,1,0,0,0.0,1.0,6.0,1.0,осязание
1528,остылый,прилагательное,1,1,0,0,0,0,1,0,2.0,43.0,51.0,123.0,температура
1529,осязание,существительное,1,1,0,0,0,0,0,0,44.0,174.0,204.0,264.0,осязание
1530,отблеск,существительное,1,0,1,0,0,0,0,0,0.0,426.0,1056.0,1117.0,свет
1531,отблескивать,глагол,1,0,1,0,0,0,0,0,0.0,1.0,31.0,78.0,свет
1538,отголосок,существительное,1,0,0,0,1,0,0,0,13.0,660.0,683.0,790.0,звучать
1539,отдушка,существительное,1,0,0,0,0,1,0,0,0.0,0.0,1.0,59.0,запах
1540,отзвук,существительное,1,0,0,0,1,0,0,0,0.0,104.0,596.0,743.0,звучать
1547,отсвечивание,существительное,1,0,1,0,0,0,0,0,3.0,2.0,1.0,3.0,свет
1548,отсвечивать,глагол,1,0,1,0,0,0,0,0,0.0,48.0,199.0,458.0,свет
1550,отсырелый,причастие,1,1,0,0,0,0,0,0,2.0,21.0,47.0,80.0,атмосфера
1551,отсыреть,глагол,1,1,0,0,0,0,0,0,0.0,50.0,187.0,306.0,атмосфера
1553,оттенок,существительное,0,0,1,1,1,1,0,"вкус, аромат",18.0,2471.0,3046.0,5577.0,цвет
1560,охладелый,прилагательное,1,1,0,0,0,0,1,0,1.0,42.0,12.0,21.0,температура
1566,ощупывать,глагол,1,1,0,0,0,0,0,0,1.0,340.0,658.0,1000.0,осязание
1567,ощупь,существительное,1,1,0,0,0,0,0,0,2.0,43.0,226.0,1197.0,осязание
1579,палящий,прилагательное,1,1,0,0,0,0,1,0,7.0,333.0,302.0,429.0,атмосфера
1583,пастельно-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,цвет
1584,пастельный,прилагательное,1,0,1,0,0,0,1,0,1.0,2.0,12.0,131.0,цвет
1585,паточный,прилагательное,1,0,0,1,0,0,1,0,0.0,16.0,33.0,22.0,вкусный
1586,пахнуть,глагол,1,0,0,0,0,1,0,0,48.0,2663.0,7846.0,13654.0,запах
1588,пахучесть,существительное,1,0,0,0,0,1,0,0,0.0,7.0,11.0,15.0,запах
1589,пахучий,прилагательное,1,0,0,0,0,1,0,0,4.0,281.0,727.0,1076.0,запах
1592,пекло,существительное,1,1,0,0,0,0,1,0,1.0,262.0,403.0,910.0,атмосфера
1594,пение,существительное,1,0,0,0,1,0,0,0,285.0,3818.0,5063.0,4514.0,звучать
1595,пепельно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,3.0,7.0,цвет
1596,пепельно-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,5.0,36.0,66.0,цвет
1606,перезвон,существительное,1,0,0,0,1,0,0,0,0.0,96.0,271.0,315.0,звучать
1623,перламутровый,прилагательное,1,0,1,0,0,0,1,0,0.0,119.0,253.0,682.0,цвет
1625,перченый,прилагательное,1,0,0,1,0,0,0,0,0.0,0.0,1.0,33.0,вкусный
1627,перчить,глагол,1,0,0,1,0,0,0,0,0.0,2.0,4.0,26.0,вкусный
1629,песня,существительное,1,0,0,0,1,0,0,0,608.0,12259.0,16051.0,30772.0,музыка
1632,петь,глагол,1,0,0,0,1,0,0,0,437.0,10415.0,19141.0,23807.0,музыка
1644,плоский,прилагательное,0,0,1,0,1,0,0,0,134.0,1661.0,3105.0,5866.0,размер
1646,плоскость,существительное,0,0,1,0,1,0,1,0,53.0,1097.0,1602.0,3885.0,размер
1649,плотный,прилагательное,0,1,1,1,1,1,0,0,73.0,1649.0,2967.0,7786.0,осязание
1653,пованивать,глагол,1,0,0,0,0,1,0,0,0.0,3.0,11.0,63.0,вонь
1654,повеять,глагол,1,0,0,0,0,1,0,0,13.0,338.0,474.0,486.0,запах
1661,подванивать,глагол,1,0,0,0,0,1,0,0,0.0,0.0,1.0,23.0,вонь
1662,подголосок,существительное,1,0,0,0,1,0,0,0,0.0,15.0,88.0,69.0,голос
1665,подмоклый,причастие,1,1,0,0,0,0,0,0,1.0,7.0,56.0,15.0,атмосфера
1666,подмокнуть,глагол,1,1,0,0,0,0,0,0,0.0,23.0,43.0,72.0,атмосфера
1672,покато,прилагательное,1,0,1,0,0,0,0,0,6.0,17.0,21.0,15.0,форма
1673,покатость,существительное,1,0,1,0,0,0,0,0,7.0,222.0,47.0,27.0,форма
1674,покатый,прилагательное,1,0,1,0,0,0,0,0,17.0,219.0,388.0,559.0,форма
1676,полифония,существительное,1,0,0,0,1,0,0,0,0.0,0.0,12.0,262.0,музыка
1679,полутон,существительное,0,0,1,1,1,1,1,0,1.0,38.0,102.0,287.0,цвет
1683,попахивать,глагол,1,0,0,0,0,1,0,0,0.0,48.0,134.0,432.0,вонь
1684,поперчить,глагол,1,0,0,1,0,0,0,0,0.0,9.0,10.0,102.0,вкусный
1686,послевкусие,существительное,1,0,0,1,0,0,0,0,0.0,0.0,0.0,76.0,вкусный
1694,поющий,причастие,1,0,0,0,1,0,0,0,2.0,8.0,8.0,4.0,музыка
1695,пребелый,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,цвет
1696,пребольшой,прилагательное,1,0,1,0,0,0,0,0,21.0,99.0,17.0,20.0,размер 
1697,превкусный,прилагательное,1,0,0,1,0,0,0,0,1.0,48.0,45.0,7.0,вкусный
1698,преглубокий,прилагательное,0,0,1,1,1,0,0,0,13.0,12.0,4.0,3.0,размер
1699,преглубоко,наречие,0,0,1,1,1,0,0,0,1.0,2.0,0.0,0.0,размер
1700,прегорький,прилагательное,0,0,0,1,0,1,0,0,15.0,4.0,2.0,0.0,вкусный
1701,прегорько,наречие,0,0,0,1,0,1,0,0,1.0,6.0,1.0,0.0,вкусный
1702,прегорячий,прилагательное,1,1,0,0,0,0,0,0,0.0,5.0,0.0,0.0,температура
1704,предлинный,прилагательное,0,0,1,0,1,0,0,0,15.0,152.0,40.0,37.0,размер
1705,прежирный,прилагательное,0,1,1,0,0,0,0,0,1.0,9.0,0.0,0.0,вкусный
1707,прекислый,прилагательное,1,0,0,1,0,0,0,0,2.0,0.0,29.0,28676.0,вкусный
1709,премаленький,прилагательное,1,0,1,0,0,0,0,0,0.0,5.0,2.0,1.0,размер
1711,премягкий,прилагательное,0,1,1,1,1,1,0,0,1.0,7.0,1.0,0.0,осязание
1719,пресветлый,прилагательное,1,0,1,0,0,0,0,0,93.0,121.0,161.0,67.0,яркость
1723,пресладкий,прилагательное,1,0,0,1,0,0,0,0,11.0,16.0,8.0,6.0,вкусный
1724,пресный,прилагательное,1,0,0,1,0,0,0,0,119.0,514.0,680.0,1642.0,вкусный
1725,пресухой,прилагательное,1,1,0,0,0,0,0,0,0.0,2.0,0.0,0.0,атмосфера
1728,преузкий,прилагательное,1,0,1,0,0,0,0,0,1.0,2.0,0.0,0.0,форма
1730,прехолодный,прилагательное,1,1,0,0,0,0,0,0,0.0,6.0,0.0,2.0,температура
1732,преширокий,прилагательное,1,0,1,0,0,0,0,0,2.0,11.0,1.0,0.0,размер
1736,привкус,существительное,1,0,0,1,0,1,0,аромат,0.0,6.0,255.0,873.0,вкусный
1739,пригарь,существительное,1,0,0,0,0,1,0,0,4.0,0.0,4.0,1.0,вонь
1741,приглубый,прилагательное,1,0,1,0,0,0,0,0,0.0,13.0,6.0,5.0,размер
1753,пригорелый,прилагательное,1,0,0,0,0,1,0,0,1.0,28.0,18.0,29.0,вкусный
1755,придыхание,существительное,1,0,0,0,1,0,0,0,0.0,44.0,84.0,283.0,голос
1762,припекать,глагол,1,1,0,0,0,0,1,0,0.0,82.0,142.0,293.0,атмосфера
1763,припечь,глагол,1,1,0,0,0,0,1,0,0.0,43.0,56.0,144.0,атмосфера
1773,приторно,наречие,0,0,0,1,0,1,0,0,1.0,44.0,53.0,92.0,вкусный
1774,приторно-сладкий,прилагательное,0,0,0,1,0,1,0,0,0.0,8.0,7.0,29.0,вкусный
1775,приторность,существительное,0,0,0,1,0,1,0,0,0.0,68.0,41.0,48.0,вкусный
1776,приторный,прилагательное,0,0,0,1,0,1,0,0,3.0,224.0,211.0,337.0,вкусный
1796,прогорклый,прилагательное,0,0,0,1,0,1,0,0,0.0,37.0,56.0,138.0,вкусный
1797,продолговатый,прилагательное,1,0,1,0,0,0,0,0,113.0,630.0,491.0,974.0,размер
1803,прозрачно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,5.0,15.0,28.0,цвет
1805,прозрачно-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,13.0,4.0,цвет
1806,прозрачность,существительное,0,0,1,0,1,0,1,0,24.0,185.0,352.0,1445.0,свет
1807,прозрачный,прилагательное,1,0,1,0,0,0,1,0,189.0,1979.0,4051.0,9121.0,яркость
1816,прокислый,прилагательное,0,0,0,1,0,1,0,0,2.0,45.0,22.0,24.0,вкусный
1818,прокисший,прилагательное,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,вкусный
1822,промозглый,прилагательное,1,1,0,0,0,0,0,0,0.0,45.0,146.0,449.0,атмосфера
1823,промокнуть,глагол,1,1,0,0,0,0,0,0,0.0,277.0,584.0,1287.0,атмосфера
1826,пронзительный,прилагательное,1,1,0,0,0,0,1,0,5.0,750.0,1229.0,2197.0,звучать
1841,простонать,глагол,1,0,0,0,1,0,1,0,1.0,437.0,501.0,704.0,голос
1847,протухлый,прилагательное,0,0,0,1,0,1,0,0,3.0,58.0,22.0,32.0,вонь
1848,протухший,прилагательное,0,0,0,1,0,1,0,0,0.0,9.0,39.0,112.0,вонь
1850,протяжно,наречие,0,0,1,0,1,0,0,0,1.0,551.0,618.0,627.0,звучать
1851,протяжность,существительное,0,0,1,0,1,0,0,0,1.0,4.0,9.0,10.0,звучать
1852,протяжный,прилагательное,0,0,1,0,1,0,0,0,19.0,496.0,671.0,858.0,звучать
1854,прохладно,наречие,1,1,0,0,0,0,1,0,2.0,194.0,610.0,1178.0,температура
1855,прохладный,прилагательное,0,1,0,0,0,1,1,0,40.0,599.0,1641.0,3515.0,температура
1872,пряменький,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,13.0,19.0,форма
1873,пряменько,наречие,1,0,1,0,0,0,0,0,0.0,19.0,9.0,7.0,форма
1876,прямешенький,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,0.0,2.0,форма
1881,прямой,прилагательное,1,0,1,0,0,0,0,0,776.0,7379.0,10700.0,24504.0,форма
1882,прямость,существительное,1,0,1,0,0,0,0,0,0.0,0.0,3.0,2.0,форма
1883,прямоугольник,существительное,1,0,1,0,0,0,0,0,3.0,72.0,216.0,1050.0,форма
1885,прямоугольный,прилагательное,1,0,1,0,0,0,0,0,3.0,144.0,207.0,1370.0,форма
1886,пряно,наречие,0,0,0,1,0,1,0,0,0.0,7.0,34.0,58.0,вкусный
1887,пряность,существительное,0,0,0,1,0,1,0,0,5.0,138.0,90.0,531.0,вкусный
1888,пряный,прилагательное,0,0,0,1,0,1,0,0,47.0,103.0,331.0,626.0,вкусный
1895,пунцово-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,4.0,4.0,цвет
1897,пунцовый,прилагательное,1,0,1,0,0,0,0,0,1.0,403.0,408.0,452.0,цвет
1898,пурпурно-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,4.0,17.0,цвет
1899,пурпурно-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,0.0,2.0,цвет
1900,пурпурный,прилагательное,1,0,1,0,0,0,0,0,2.0,65.0,231.0,530.0,цвет
1901,пурпуровый,прилагательное,1,0,1,0,0,0,0,0,17.0,178.0,173.0,92.0,цвет
1905,пушистый,прилагательное,1,1,0,0,0,0,0,0,15.0,479.0,1332.0,2219.0,осязание
1906,пылающий,прилагательное,1,1,0,0,0,0,1,0,0.0,0.0,2.0,0.0,температура
1910,пюсовый,прилагательное,1,0,1,0,0,0,0,0,1.0,7.0,1.0,0.0,цвет
1914,пятнистый,прилагательное,1,0,1,0,0,0,0,0,0.0,36.0,259.0,857.0,цвет
1924,раздаваться,глагол,1,0,0,0,1,0,1,0,95.0,4475.0,4237.0,3959.0,звучать
1934,разить,глагол,1,0,0,0,0,1,0,0,11.0,222.0,375.0,394.0,запах
1947,разноситься,глагол,1,0,0,0,1,0,1,0,12.0,392.0,416.0,562.0,звучать
1950,разноцветность,существительное,1,0,1,0,0,0,0,0,4.0,7.0,9.0,8.0,цвет
1951,разноцветный,прилагательное,1,0,1,0,0,0,0,0,89.0,1189.0,1731.0,3762.0,цвет
1955,разящий,причастие,1,0,0,0,0,1,0,0,2.0,12.0,79.0,193.0,вонь
1957,раскат,существительное,1,0,0,0,1,0,0,0,43.0,384.0,766.0,636.0,звучать
1963,распаленный,причастие,1,1,0,0,0,0,0,0,0.0,0.0,3.0,2.0,температура
1990,реветь,глагол,0,0,0,0,1,1,0,издавать запах,39.0,988.0,1824.0,2467.0,голос
1991,ревущий,причастие,1,0,0,0,1,0,0,0,1.0,0.0,3.0,0.0,голос
1992,режущий,прилагательное,1,1,0,0,0,0,1,0,0.0,76.0,301.0,668.0,осязание
1997,ржаво-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,5.0,цвет
1998,ржаво-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,4.0,5.0,цвет
1999,ржаво-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,3.0,2.0,цвет
2000,ржавый,прилагательное,1,0,1,0,0,0,0,0,7.0,193.0,929.0,2774.0,цвет
2001,ржание,существительное,1,0,0,0,1,0,0,0,2.0,215.0,336.0,299.0,звучать
2002,ржать,глагол,1,0,0,0,1,0,0,0,4.0,142.0,464.0,826.0,звучать
2005,рингтон,существительное,1,0,0,0,1,0,0,0,0.0,0.0,0.0,22.0,звучать
2014,ровный,прилагательное,0,1,1,0,1,0,0,гладкий,286.0,2644.0,4091.0,7010.0,форма
2016,розоватенький,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,4.0,цвет
2018,розовато-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,7.0,цвет
2019,розоватый,прилагательное,1,0,1,0,0,0,0,0,1.0,78.0,428.0,616.0,цвет
2020,розовенький,прилагательное,1,0,1,0,0,0,0,0,0.0,72.0,75.0,78.0,цвет
2021,розово-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,11.0,26.0,цвет
2022,розово-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,4.0,17.0,цвет
2023,розоволицый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,7.0,20.0,цвет
2025,розовый,прилагательное,1,0,1,0,0,0,0,0,112.0,3157.0,6704.0,9469.0,цвет
2033,рулада,существительное,1,0,0,0,1,0,0,0,0.0,99.0,87.0,137.0,музыка
2036,рыже-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,10.0,6.0,цвет
2037,рыжевато-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,6.0,цвет
2038,рыжий,прилагательное,1,0,1,0,0,0,0,0,18.0,1594.0,5188.0,7829.0,цвет
2039,рыхло,наречие,1,1,0,0,0,0,0,0,2.0,7.0,29.0,44.0,осязание
2040,рыхлый,прилагательное,1,1,0,0,0,0,0,0,40.0,480.0,981.0,1655.0,осязание
2047,сальный,прилагательное,0,1,0,0,0,1,1,0,22.0,758.0,401.0,423.0,осязание
2055,сахаристый,прилагательное,1,0,0,1,0,0,0,0,0.0,20.0,25.0,43.0,вкусный
2056,сахарно-белый,прилагательное,1,0,1,0,0,0,1,0,0.0,1.0,3.0,17.0,цвет
2058,сахарный,прилагательное,1,0,0,1,0,0,0,0,86.0,741.0,1034.0,2243.0,вкусный
