,Слово,Часть речи,Сенсорная эксклюзивность,Осязание,Зрение,Вкус,Слух,Запах,Устойчивая метафоричность,Дополнительно,xviii,xix,pre1950,post1950,Семантическая когорта
2059,свежесть,существительное,0,0,0,1,0,1,0,0,11.0,1294.0,1495.0,1915.0,атмосфера
2060,свежий,прилагательное,0,0,0,1,0,1,0,0,213.0,7547.0,8374.0,14314.0,атмосфера
2063,сверкание,существительное,1,0,1,0,0,0,0,0,1.0,62.0,206.0,215.0,яркость
2065,сверкать,глагол,1,0,1,0,0,0,0,0,42.0,2554.0,5671.0,6347.0,яркость
2066,сверкающий,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,8.0,14.0,яркость
2068,сверхглубокий,прилагательное,0,0,1,1,1,0,0,0,0.0,0.0,1.0,107.0,размер
2070,сверхдлинный,прилагательное,0,0,1,0,1,0,0,0,0.0,0.0,0.0,18.0,размер
2075,свет,существительное,1,0,1,0,0,0,0,0,4491.0,33195.0,38667.0,76601.0,свет
2078,светить,глагол,1,0,1,0,0,0,0,0,80.0,1103.0,1970.0,3425.0,свет
2079,светиться,глагол,1,0,1,0,0,0,0,0,24.0,1205.0,2324.0,4209.0,свет
2080,светленький,прилагательное,1,0,1,0,0,0,0,0,0.0,86.0,67.0,147.0,цвет
2083,светло-алый,прилагательное,1,0,1,0,0,0,0,0,1.0,0.0,1.0,0.0,цвет
2084,светло-бежевый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,36.0,цвет
2085,светло-голубой,прилагательное,1,0,1,0,0,0,0,0,3.0,129.0,117.0,165.0,цвет
2088,светло-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,26.0,61.0,254.0,цвет
2089,светло-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,22.0,17.0,цвет
2090,светло-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.0,9.0,9.0,11.0,цвет
2091,светло-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,22.0,31.0,69.0,цвет
2092,светло-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,127.0,198.0,387.0,цвет
2093,светло-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,49.0,66.0,65.0,цвет
2094,светло-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,6.0,6.0,20.0,цвет
2097,светловатый,прилагательное,1,0,1,0,0,0,0,0,1.0,5.0,7.0,11.0,цвет
2099,светлый,прилагательное,1,0,1,0,0,0,0,0,394.0,9049.0,12318.0,17364.0,цвет
2100,светлый-пресветлый,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,1.0,4.0,цвет
2101,светлый-светлый,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,9.0,20.0,цвет
2113,свинцово-серый,прилагательное,1,0,1,0,0,0,1,0,0.0,5.0,15.0,49.0,цвет
2121,серебристо-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,8.0,19.0,45.0,цвет
2122,серебристо-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,12.0,24.0,цвет
2124,серебристо-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,2.0,2.0,цвет
2126,серебристый,прилагательное,1,0,1,0,0,0,0,0,13.0,622.0,1062.0,2245.0,цвет
2127,серенький,прилагательное,1,0,1,0,0,0,0,0,2.0,569.0,786.0,898.0,цвет
2130,серо-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,21.0,47.0,цвет
2131,серо-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,31.0,103.0,222.0,цвет
2132,серо-дымчатый,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,2.0,3.0,цвет
2135,серо-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,10.0,15.0,цвет
2136,серобуромалиновый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,цвет
2137,серовато-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,11.0,9.0,цвет
2138,сероватый,прилагательное,1,0,1,0,0,0,0,0,16.0,220.0,262.0,372.0,цвет
2139,серый,прилагательное,1,0,1,0,0,0,0,0,231.0,5882.0,15886.0,19190.0,цвет
2141,сиверкий,прилагательное,1,1,0,0,0,0,0,0,2.0,38.0,31.0,19.0,температура
2143,сивый,прилагательное,1,0,1,0,0,0,0,0,3.0,177.0,320.0,399.0,цвет
2145,сизо-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,4.0,7.0,цвет
2147,сизо-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,2.0,5.0,цвет
2152,симметрично,наречие,1,0,1,0,0,0,0,0,0.0,75.0,83.0,241.0,форма
2153,симметричность,существительное,1,0,1,0,0,0,0,0,0.0,6.0,23.0,61.0,форма
2154,симметричный,прилагательное,1,0,1,0,0,0,0,0,0.0,261.0,87.0,700.0,форма
2155,симметрия,существительное,1,0,1,0,0,0,0,0,12.0,158.0,227.0,1431.0,форма
2156,сине-багровый,прилагательное,1,0,1,0,0,0,0,0,0.0,35.0,27.0,14.0,цвет
2157,сине-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,16.0,46.0,цвет
2159,сине-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,50.0,22.0,цвет
2160,сине-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,8.0,6.0,42.0,цвет
2163,синевато-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,5.0,5.0,5.0,цвет
2165,синеватый,прилагательное,1,0,1,0,0,0,0,0,29.0,343.0,794.0,709.0,цвет
2167,синенький,прилагательное,1,0,1,0,0,0,0,0,1.0,151.0,200.0,336.0,цвет
2168,синий,прилагательное,1,0,1,0,0,0,0,0,157.0,4291.0,10366.0,14860.0,цвет
2170,синий-пресиний,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,4.0,19.0,цвет
2171,синий-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,7.0,57.0,132.0,цвет
2174,сирена,существительное,1,0,0,0,1,0,0,0,48.0,150.0,569.0,1345.0,звучать
2175,сиреневатый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,8.0,20.0,цвет
2176,сиренево-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,5.0,16.0,цвет
2177,сиренево-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,7.0,цвет
2178,сиренево-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,10.0,цвет
2179,сиреневый,прилагательное,1,0,1,0,0,0,1,0,0.0,52.0,379.0,1260.0,цвет
2185,склизкий,прилагательное,1,1,0,0,0,0,0,0,4.0,33.0,121.0,226.0,осязание
2186,склизко,наречие,1,1,0,0,0,0,0,0,0.0,5.0,12.0,21.0,осязание
2193,скус,существительное,1,0,0,1,0,0,0,0,0.0,28.0,16.0,9.0,вкусный
2194,скусный,прилагательное,1,0,0,1,0,0,0,0,0.0,26.0,28.0,12.0,вкусный
2198,слабокислый,прилагательное,1,0,0,1,0,0,0,0,0.0,14.0,2.0,28.0,вкусный
2201,сладенький,прилагательное,0,0,0,1,0,1,0,0,0.0,140.0,111.0,189.0,вкусный
2202,сладенько,наречие,0,0,0,1,0,1,0,0,0.0,9.0,6.0,19.0,вкусный
2204,сладкий,прилагательное,0,0,0,1,0,1,0,0,424.0,2911.0,3487.0,5898.0,вкусный
2205,сладкий-пресладкий,прилагательное,0,0,0,1,0,1,0,0,0.0,3.0,3.0,9.0,вкусный
2206,сладкий-сладкий,прилагательное,0,0,0,1,0,1,0,0,0.0,1.0,7.0,7.0,вкусный
2207,сладко,наречие,0,0,0,1,0,1,0,0,45.0,1423.0,1864.0,2266.0,вкусный
2209,сладковатый,прилагательное,0,0,0,1,0,1,0,0,2.0,41.0,154.0,440.0,вкусный
2210,сладкоголосие,существительное,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,музыка
2211,сладкое,существительное,1,0,0,1,0,0,0,0,91.0,870.0,1141.0,1810.0,вкусный
2214,сладость,существительное,0,0,0,1,0,1,0,0,257.0,703.0,915.0,1534.0,вкусный
2215,сласть,существительное,1,0,0,1,0,0,0,0,17.0,410.0,386.0,264.0,вкусный
2216,слепить,глагол,1,0,1,0,0,0,1,0,11.0,180.0,587.0,1891.0,яркость
2221,слизистый,прилагательное,1,1,0,0,0,0,1,0,0.0,108.0,204.0,708.0,вещество
2222,слизкий,прилагательное,1,1,0,0,0,0,0,0,8.0,5.0,16.0,15.0,осязание
2224,слоноподобный,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,15.0,15.0,размер 
2234,смак,существительное,1,0,0,1,0,0,0,0,3.0,22.0,81.0,235.0,вкусный
2235,смакование,существительное,1,0,0,1,0,0,0,0,0.0,13.0,26.0,78.0,вкусный
2238,смачность,существительное,1,0,0,1,0,0,0,0,0.0,2.0,0.0,3.0,вкусный
2239,смачный,прилагательное,1,0,0,1,0,0,0,0,3.0,12.0,26.0,146.0,вкусный
2243,смердеть,глагол,1,0,0,0,0,1,0,0,26.0,144.0,164.0,287.0,вонь
2244,смердючий,прилагательное,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,вонь
2245,смердящий,причастие,1,0,0,0,0,1,0,0,0.0,2.0,0.0,1.0,вонь
2256,смрад,существительное,1,0,0,0,0,1,0,старый,25.0,299.0,366.0,439.0,вонь
2257,смрадный,прилагательное,1,0,0,0,0,1,0,0,39.0,237.0,301.0,263.0,вонь
2258,смурый,прилагательное,1,0,1,0,0,0,1,0,6.0,41.0,62.0,4.0,цвет
2260,снежно-белый,прилагательное,1,0,1,0,0,0,1,0,0.0,42.0,62.0,87.0,цвет
2263,согнутый,прилагательное,1,0,1,0,0,0,0,0,8.0,281.0,732.0,1073.0,форма
2276,солить,глагол,1,0,0,1,0,0,0,0,29.0,221.0,172.0,408.0,вкусный
2281,солоноватый,прилагательное,1,0,0,1,0,0,0,0,8.0,74.0,80.0,195.0,вкусный
2282,соль,существительное,1,0,0,1,0,0,0,0,923.0,4090.0,3238.0,9178.0,вкусный
2288,сопрано,существительное,1,0,0,0,1,0,0,0,0.0,91.0,484.0,302.0,музыка
2296,сохлый,прилагательное,1,1,0,0,0,0,0,0,0.0,30.0,70.0,173.0,атмосфера
2297,сочно,наречие,0,1,0,1,0,1,0,0,1.0,30.0,214.0,187.0,вкусный
2298,сочность,существительное,0,1,0,1,0,1,0,0,1.0,23.0,56.0,103.0,вкусный
2299,сочный,прилагательное,0,1,0,1,0,1,0,0,19.0,598.0,898.0,1850.0,вкусный
2303,стенание,существительное,1,0,0,0,1,0,0,0,105.0,175.0,137.0,256.0,голос
2306,стон,существительное,1,0,0,0,1,0,0,0,45.0,2207.0,3051.0,2769.0,голос
2308,стонущий,причастие,1,0,0,0,1,0,0,0,0.0,0.0,5.0,10.0,голос
2314,стылый,прилагательное,1,1,0,0,0,0,0,0,0.0,30.0,149.0,488.0,температура
2324,сухо,наречие,1,1,0,0,0,0,1,0,25.0,1677.0,2275.0,2728.0,атмосфера
2325,суховатый,прилагательное,1,1,0,0,0,0,0,0,0.0,31.0,170.0,299.0,атмосфера
2327,сухой-пресухой,прилагательное,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,атмосфера
2328,сухой-сухой,прилагательное,1,1,0,0,0,0,0,0,0.0,1.0,0.0,2.0,атмосфера
2329,сухонький,прилагательное,0,1,1,0,0,0,1,0,18.0,251.0,425.0,0.0,атмосфера
2330,сухость,существительное,1,1,0,0,0,0,0,0,19.0,449.0,418.0,546.0,атмосфера
2334,сухохонький,прилагательное,1,1,0,0,0,0,0,0,0.0,2.0,0.0,0.0,атмосфера
2341,сыреть,глагол,1,1,0,0,0,0,0,0,3.0,14.0,28.0,41.0,атмосфера
2342,сыро,наречие,0,1,1,1,0,1,0,0,1.0,385.0,742.0,765.0,атмосфера
2343,сырой,прилагательное,0,1,1,1,0,1,0,0,148.0,2221.0,3575.0,5364.0,атмосфера
2344,сырость,существительное,0,1,1,1,0,1,0,0,57.0,1052.0,1535.0,1667.0,атмосфера
2345,сытный,прилагательное,1,0,0,1,0,0,0,0,20.0,389.0,369.0,682.0,вкусный
2346,сытость,существительное,1,0,0,1,0,0,0,0,14.0,170.0,315.0,443.0,вкусный
2350,тактильность,существительное,1,1,0,0,0,0,0,0,0.0,0.0,0.0,8.0,осязание
2351,такусенький,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,0.0,23.0,размер
2357,тверденький,прилагательное,1,1,0,0,0,0,0,0,0.0,0.0,3.0,11.0,осязание
2359,твердоватый,прилагательное,1,1,0,0,0,0,0,0,0.0,2.0,7.0,4.0,осязание
2365,твeрдый,прилагательное,0,1,0,0,1,0,0,0,0.0,0.0,0.0,2.0,осязание
2367,тембр,существительное,1,0,0,0,1,0,0,0,0.0,63.0,387.0,569.0,музыка
2369,темнеть,глагол,1,0,1,0,0,0,0,0,14.0,710.0,2188.0,2888.0,свет
2370,темно,наречие,1,0,1,0,0,0,0,0,57.0,1850.0,3609.0,3801.0,свет
2373,темно-золотой,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,15.0,18.0,цвет
2382,темноватость,существительное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,свет
2383,темноватый,прилагательное,1,0,1,0,0,0,0,0,9.0,103.0,231.0,344.0,свет
2384,темнота,существительное,1,0,1,0,0,0,0,0,213.0,2987.0,8983.0,13243.0,свет
2385,темный,прилагательное,1,0,1,0,0,0,1,0,6.0,10.0,12.0,17.0,свет
2387,тепло,наречие,1,1,0,0,0,0,0,0,78.0,3519.0,7590.0,15814.0,температура
2388,тепловатый,прилагательное,1,1,0,0,0,0,0,0,3.0,30.0,82.0,106.0,температура
2389,теплый,прилагательное,1,1,0,0,0,0,0,0,2.0,29.0,10.0,18.0,температура
2390,теплынь,существительное,1,1,0,0,0,0,0,0,2.0,51.0,108.0,205.0,температура
2391,терпкий,прилагательное,0,0,0,1,0,1,0,0,0.0,36.0,285.0,566.0,вкусный
2392,терпко,наречие,0,0,0,1,0,1,0,0,0.0,1.0,19.0,56.0,вкусный
2393,терпкость,существительное,0,0,0,1,0,1,0,0,0.0,5.0,7.0,51.0,вкусный
2399,тесный,прилагательное,1,0,1,0,0,0,0,0,323.0,4372.0,5235.0,7288.0,форма
2401,тлетворный,прилагательное,1,0,0,0,0,1,0,0,11.0,160.0,112.0,182.0,вонь
2409,тональность,существительное,1,0,0,0,1,0,0,0,0.0,7.0,168.0,1137.0,музыка
2420,трезвон,существительное,1,0,0,0,1,0,0,0,1.0,126.0,204.0,126.0,музыка
2421,трезвучие,существительное,1,0,0,0,1,0,0,0,0.0,5.0,2.0,57.0,музыка
2422,тремоло,существительное,1,0,0,0,1,0,0,0,0.0,10.0,14.0,37.0,музыка
2423,треугольник,существительное,1,0,1,0,0,0,0,0,76.0,1042.0,1126.0,2654.0,форма
2425,треугольный,прилагательное,1,0,1,0,0,0,0,0,41.0,282.0,324.0,1200.0,форма
2429,трогание,существительное,1,1,0,0,0,0,0,0,0.0,10.0,3.0,68.0,осязание
2430,трубить,глагол,1,0,0,0,1,0,0,0,20.0,358.0,578.0,691.0,музыка
2431,трубление,существительное,1,0,0,0,1,0,0,0,1.0,1.0,1.0,2.0,музыка
2432,трубящий,причастие,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,музыка
2440,тугой,прилагательное,0,1,0,0,1,1,0,0,38.0,471.0,1368.0,2669.0,вещество
2450,тупой,прилагательное,1,1,0,0,0,0,1,0,72.0,1437.0,2632.0,4025.0,осязание
2451,тупой-претупой,прилагательное,1,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,осязание
2452,тупой-тупой,прилагательное,1,1,0,0,0,0,1,0,0.0,0.0,17.0,8.0,осязание
2453,тупоконечный,прилагательное,0,1,1,0,0,0,0,0,3.0,0.0,1.0,8.0,форма
2455,тусклеть,глагол,1,0,1,0,0,0,0,0,0.0,0.0,2.0,2.0,свет
2456,тускло,наречие,1,0,1,0,0,0,0,0,1.0,404.0,1115.0,1081.0,свет
2457,тускло-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,2.0,3.0,цвет
2459,тускло-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,7.0,цвет
2460,тускло-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,4.0,8.0,16.0,цвет
2461,тускловатый,прилагательное,1,0,1,0,0,0,0,0,0.0,6.0,23.0,60.0,свет
2462,тусклый,прилагательное,1,0,1,0,0,0,0,0,17.0,1003.0,2428.0,2829.0,свет
2463,тухлый,прилагательное,0,0,0,1,0,1,0,0,2.0,88.0,221.0,431.0,вонь
2464,тухлятинка,существительное,0,0,0,1,0,1,0,0,0.0,0.0,5.0,6.0,вонь
2469,тягучесть,существительное,0,1,0,1,1,1,0,0,0.0,15.0,19.0,24.0,вещество
2470,тягучий,прилагательное,0,1,0,1,1,1,0,0,0.0,102.0,593.0,874.0,вещество
2505,ужористый,прилагательное,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,вкусный
2507,узенький,прилагательное,1,0,1,0,0,0,0,0,25.0,1048.0,1183.0,1139.0,форма
2511,узкий,прилагательное,1,0,1,0,0,0,0,0,197.0,4820.0,9243.0,16485.0,форма
2512,узкий-преузкий,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,1.0,3.0,форма
2513,узкий-узкий,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,4.0,11.0,форма
2514,узко,наречие,1,0,1,0,0,0,0,0,12.0,129.0,326.0,345.0,форма
2517,узковато,наречие,1,0,1,0,0,0,0,0,0.0,1.0,2.0,11.0,форма
2518,узковатость,существительное,1,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,форма
2519,узковатый,прилагательное,1,0,1,0,0,0,0,0,0.0,16.0,9.0,70.0,форма
2534,ультрамариновый,прилагательное,1,0,1,0,0,0,1,0,0.0,3.0,25.0,56.0,цвет
2535,ультрамягкий,прилагательное,0,1,1,1,1,1,0,0,0.0,0.0,0.0,8.0,осязание
2538,унисон,существительное,1,0,0,0,1,0,0,0,0.0,70.0,152.0,365.0,музыка
2576,фиалковый,прилагательное,0,0,1,0,0,1,1,0,3.0,13.0,47.0,104.0,цвет
2577,фимиам,существительное,1,0,0,0,0,1,0,0,30.0,223.0,194.0,133.0,запах
2578,фиолетовый,прилагательное,1,0,1,0,0,0,0,0,27.0,452.0,925.0,2298.0,цвет
2580,фисташково-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,цвет
2581,фисташковый,прилагательное,0,0,1,1,0,1,1,0,0.0,18.0,70.0,110.0,цвет
2589,форма,существительное,1,0,1,0,0,0,0,0,163.0,16843.0,31218.0,65089.0,форма
2595,хаки,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,104.0,204.0,цвет
2598,хладно,наречие,1,1,0,0,0,0,0,0,1.0,5.0,14.0,10.0,температура
2599,хладный,прилагательное,1,1,0,0,0,0,0,0,64.0,244.0,164.0,128.0,температура
2600,хлипкий,прилагательное,0,1,1,0,0,0,0,0,0.0,19.0,76.0,496.0,форма
2601,хлипко,наречие,0,1,1,0,0,0,0,0,0.0,0.0,6.0,6.0,форма
2602,хлипкость,существительное,0,1,1,0,0,0,0,0,0.0,2.0,1.0,11.0,форма
2605,хлюпкий,прилагательное,0,1,1,0,0,0,0,0,0.0,0.0,20.0,10.0,форма
2608,холод,существительное,1,1,0,0,0,0,0,0,87.0,4382.0,6530.0,8872.0,температура
2610,холодить,глагол,1,1,0,0,0,0,0,0,2.0,65.0,172.0,364.0,температура
2611,холодненький,прилагательное,1,1,0,0,0,0,0,0,0.0,81.0,48.0,82.0,температура
2616,холоднешенек,прилагательное,1,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,температура
2619,холодно,наречие,1,1,0,0,0,0,0,0,31.0,3693.0,5998.0,6895.0,температура
2621,холодный,прилагательное,1,1,0,0,0,0,0,0,375.0,8247.0,12795.0,18867.0,температура
2627,хрупкий,прилагательное,0,1,1,0,1,0,0,0,5.0,255.0,1045.0,3162.0,осязание
2631,хрупкость,существительное,0,1,1,0,1,0,0,0,1.0,15.0,81.0,367.0,осязание
2632,хрусткий,прилагательное,1,1,0,0,0,0,0,0,0.0,2.0,45.0,156.0,осязание
2652,цвет,существительное,1,0,1,0,0,0,0,0,1220.0,10661.0,13810.0,30843.0,цвет
2654,цветастый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,40.0,689.0,цвет
2657,цветной,прилагательное,1,0,1,0,0,0,0,0,71.0,1123.0,2736.0,7692.0,цвет
2664,червонный,прилагательное,1,0,1,0,0,0,0,0,167.0,397.0,417.0,212.0,цвет
2669,черно-серый,прилагательное,1,0,1,0,0,0,0,0,0.0,10.0,44.0,54.0,цвет
2672,черноватый,прилагательное,1,0,1,0,0,0,0,0,79.0,112.0,72.0,65.0,цвет
2679,черным-черно,наречие,1,0,1,0,0,0,0,0,0.0,0.0,12.0,25.0,цвет
2682,черствый,прилагательное,1,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,вкусный
2685,чисто-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,цвет
2686,чисто-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,цвет
2700,чуточный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,8.0,6.0,размер
2705,чeрный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,цвет
2707,шарлаховый,прилагательное,1,0,1,0,0,0,1,0,0.0,0.0,1.0,3.0,цвет
2709,шаровидный,прилагательное,1,0,1,0,0,0,0,0,8.0,36.0,48.0,162.0,форма
2710,шаровой,прилагательное,1,0,1,0,0,0,0,0,0.0,16.0,49.0,664.0,форма
2712,шарообразный,прилагательное,1,0,1,0,0,0,0,0,6.0,71.0,128.0,204.0,форма
2717,шафранный,прилагательное,1,0,1,0,0,0,1,0,2.0,33.0,50.0,38.0,цвет
2718,шафрановый,прилагательное,1,0,1,0,0,0,1,0,0.0,7.0,9.0,51.0,цвет
2721,шелковистость,существительное,1,1,0,0,0,0,0,0,0.0,2.0,5.0,29.0,осязание
2722,шелковистый,прилагательное,1,1,0,0,0,0,0,0,2.0,212.0,229.0,413.0,осязание
2726,шероховатость,существительное,1,1,0,0,0,0,0,0,1.0,80.0,121.0,280.0,осязание
2727,шероховатый,прилагательное,1,1,0,0,0,0,0,0,37.0,104.0,126.0,279.0,осязание
2729,шершавость,существительное,1,1,0,0,0,0,0,0,0.0,2.0,7.0,37.0,осязание
2730,шершавый,прилагательное,1,1,0,0,0,0,0,боль,4.0,120.0,596.0,1276.0,осязание
2731,шибать,глагол,1,0,0,0,0,1,1,0,0.0,18.0,46.0,113.0,запах
2738,широкий,прилагательное,1,0,1,0,0,0,0,0,346.0,13424.0,25224.0,35859.0,размер
2739,широкий-преширокий,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,1.0,1.0,размер
2740,широкий-широкий,прилагательное,1,0,1,0,0,0,0,0,0.0,2.0,6.0,2.0,размер
2741,широко,наречие,1,0,1,0,0,0,0,0,31.0,2268.0,6974.0,11974.0,размер
2743,широко-широко,наречие,1,0,1,0,0,0,0,0,0.0,3.0,6.0,10.0,размер
2745,широконький,прилагательное,1,0,1,0,0,0,0,0,0.0,1.0,7.0,0.0,размер
2751,широченный,прилагательное,1,0,1,0,0,0,0,0,0.0,7.0,117.0,533.0,размер
2756,шоколадно-коричневый,прилагательное,1,0,1,0,0,0,1,0,0.0,0.0,0.0,7.0,цвет
2762,шум,существительное,1,0,0,0,1,0,0,0,375.0,7980.0,10807.0,13239.0,звучать
2763,шуметь,глагол,1,0,0,0,1,0,0,0,133.0,2568.0,4309.0,4719.0,звучать
2764,шумящий,причастие,1,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,звучать
2772,щупать,глагол,1,1,0,0,0,0,0,0,11.0,256.0,677.0,749.0,осязание
2778,эбонитовый,прилагательное,1,0,1,0,0,0,1,0,0.0,15.0,131.0,68.0,цвет
2784,эхо,существительное,1,0,0,0,1,0,0,0,40.0,580.0,1735.0,2930.0,звучать
2787,ядовито-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,12.0,цвет
2788,ядовито-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,7.0,цвет
2789,ядовито-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,0.0,10.0,цвет
2790,ядовито-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,0.0,4.0,7.0,цвет
2794,яркий,прилагательное,0,0,1,1,1,1,0,0,35.0,5310.0,11350.0,19340.0,яркость
2795,ярко,наречие,0,0,1,1,1,1,0,0,1.0,2568.0,5304.0,5644.0,яркость
2796,ярко-белый,прилагательное,1,0,1,0,0,0,0,0,0.0,21.0,47.0,107.0,цвет
2797,ярко-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0,23.0,43.0,150.0,цвет
2800,ярко-золотой,прилагательное,1,0,1,0,0,0,0,0,0.0,7.0,6.0,8.0,цвет
2801,ярко-красный,прилагательное,1,0,1,0,0,0,0,0,0.0,134.0,354.0,706.0,цвет
2803,ярко-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.0,14.0,18.0,132.0,цвет
2804,ярко-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0,23.0,45.0,120.0,цвет
2805,ярко-синий,прилагательное,1,0,1,0,0,0,0,0,0.0,15.0,98.0,277.0,цвет
2806,ярко-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.0,3.0,5.0,13.0,цвет
2808,яркость,существительное,0,0,1,1,1,1,1,0,2.0,390.0,839.0,1416.0,яркость
